date,open,high,low,close,volume
2007-07-02,32.25179222409033,32.917571953746496,32.18838495987895,32.876808166503906,217100
2007-07-03,32.90851226040104,33.03532677728763,32.69111347756943,32.786224365234375,92000
2007-07-05,33.05798968023959,33.655832365080634,33.05798968023959,33.2799186706543,129100
2007-07-06,33.338792012778804,33.45201980701988,32.98552184761672,33.23915100097656,110800
2007-07-09,33.29350066740258,33.29350066740258,32.99457764024494,33.21650314331055,64600
2007-07-10,32.962859016218836,32.999092722213966,32.3333130601581,32.37407684326172,119300
2007-07-11,32.29257079640806,32.41938538289255,31.96647417091173,32.31068420410156,138700
2007-07-12,32.38314256504122,32.72735595703125,32.26991479383478,32.72735595703125,92000
2007-07-13,32.591475036057105,33.08061974372164,32.58241833647963,33.03985595703125,107200
2007-07-16,33.02174291138286,33.452006982371444,32.763580322265625,32.763580322265625,88200
2007-07-17,32.88134430720311,32.99910215763956,32.62318512518609,32.64583206176758,123700
2007-07-18,32.541672053175446,32.57790578184801,32.01629680917753,32.5733757019043,136500
2007-07-19,32.66397885862462,32.87684436258386,32.65491869351284,32.695682525634766,76900
2007-07-20,32.609595611974136,32.64582932529234,31.930229036724675,32.12498092651367,157100
2007-07-23,32.247266298373056,32.247266298373056,31.567899703979492,31.567899703979492,134300
2007-07-24,31.35955868157244,31.640364763519894,30.81153675111504,30.92929458618164,128900
2007-07-25,31.160295326751818,31.373160711304767,30.38581404984338,30.59415626525879,262800
2007-07-26,30.630385880233167,30.630385880233167,29.584162022837592,30.032543182373047,317500
2007-07-27,29.982723293435463,30.34505367471194,29.03614044189453,29.03614044189453,252000
2007-07-30,29.42111270177709,29.72456239260746,29.090489443242035,29.597747802734375,197200
2007-07-31,29.937427436823683,30.363165039390413,29.443755923581822,29.4799861907959,552700
2007-08-01,29.443755528385296,29.964604054344317,28.850441285813787,29.869489669799805,202500
2007-08-02,30.136694174356236,30.390323193435314,29.91023870576814,30.363149642944336,545600
2007-08-03,30.20464805475169,30.227291540754834,29.19012451171875,29.19012451171875,169300
2007-08-06,29.552453398066138,30.20917320251465,28.782504075101464,30.20917320251465,333300
2007-08-07,29.864960711013584,30.643968399477643,29.60680150778423,30.37674903869629,233700
2007-08-08,30.56696827360886,31.653955572767384,30.4310970208624,31.576961517333984,293500
2007-08-09,30.965530382879198,31.762651359707785,29.806075720827977,31.22821617126465,453700
2007-08-10,30.607741328359104,31.219170789294544,30.27258453489003,30.286174774169922,193700
2007-08-13,30.23182384250454,30.67567835713944,30.14124298095703,30.14124298095703,178000
2007-08-14,30.163893682870995,30.163893682870995,29.23542753591506,29.276187896728516,440600
2007-08-15,29.149359848482995,30.046121927618405,28.782501220703125,28.782501220703125,629200
2007-08-16,28.710035011535403,29.937423706054688,28.542458384450324,29.937423706054688,472100
2007-08-17,30.69378674409726,31.454677605117535,30.127647813440447,30.616792678833008,517700
2007-08-20,30.571498923417455,31.228218629227005,30.45827114962702,31.17839813232422,367800
2007-08-21,30.992707112560407,31.495438716505575,30.91571305386836,31.323333740234375,250600
2007-08-22,31.703798294067383,31.90308041765654,31.336941162405335,31.703798294067383,274700
2007-08-23,31.703785665477238,31.780779744216748,31.12405985189294,31.160293579101562,277300
2007-08-24,31.305206867009638,31.386730978203794,30.911173086998485,31.327850341796875,240900
2007-08-27,31.151212770621743,31.205563325407756,30.648481369018555,30.648481369018555,205100
2007-08-28,30.562447036803295,30.562447036803295,29.71097183227539,29.71097183227539,195400
2007-08-29,29.896666147953297,30.797958374023438,29.896666147953297,30.797958374023438,239200
2007-08-30,30.091426987705727,30.988189400135735,30.091426987705727,30.956485748291016,269100
